X,Y,Index_,event_unique_id,Division,occurrencedate,reporteddate,location_type,premises_type,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,cleared,mci_category,Hood_ID,Neighbourhood,Longitude,Latitude,ObjectId
-8865036.71,5421463.542,175552,GO-2019466167,NSA,2019/02/11 05:00:00+00,2019/02/11 05:00:00+00,Bar / Restaurant,Commercial,1610,210,Robbery - Business,2019,February,11,42,Monday    ,21,2019,February,11,42,Monday    ,21,YES,Robbery,NSA,NSA,-79.63597971,43.71513217,175812
0,0,175847,GO-2019288727,NSA,2019/02/14 05:00:00+00,2019/02/14 05:00:00+00,Bar / Restaurant,Commercial,1430,100,Assault,2019,February,14,45,Thursday  ,22,2019,February,14,45,Thursday  ,18,YES,Assault,NSA,NSA,0,0,175879
0,0,175848,GO-2019287177,NSA,2019/02/14 05:00:00+00,2019/02/14 05:00:00+00,Schools During Un-Supervised Activity,Educational,1430,100,Assault,2019,February,14,45,Thursday  ,19,2019,February,14,45,Thursday  ,19,NO,Assault,NSA,NSA,0,0,175880
0,0,175897,GO-2019289681,NSA,2019/02/15 05:00:00+00,2019/02/15 05:00:00+00,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2120,200,B&E,2019,February,15,46,Friday    ,7,2019,February,15,46,Friday    ,7,NO,Break and Enter,NSA,NSA,0,0,175929
0,0,175157,GO-2019239229,NSA,2019/02/05 05:00:00+00,2019/02/07 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,2019,February,7,38,Thursday  ,8,2019,February,5,36,Tuesday   ,15,NO,Auto Theft,NSA,NSA,0,0,175957
0,0,175158,GO-2019239229,NSA,2019/02/05 05:00:00+00,2019/02/07 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,2019,February,7,38,Thursday  ,8,2019,February,5,36,Tuesday   ,15,NO,Auto Theft,NSA,NSA,0,0,175958
0,0,176321,GO-2019315378,NSA,2019/02/18 05:00:00+00,2019/02/19 05:00:00+00,Bar / Restaurant,Commercial,1420,110,Assault Bodily Harm,2019,February,19,50,Tuesday   ,11,2019,February,18,49,Monday    ,0,NO,Assault,NSA,NSA,0,0,176035
-8788439.811,5442887.08,176901,GO-2019352286,NSA,2018/11/28 05:00:00+00,2019/02/25 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2019,February,25,56,Monday    ,0,2018,November,28,332,Wednesday ,22,NO,Assault,NSA,NSA,-78.94789806,43.85407128,176117
-8864667.255,5421097.142,176276,GO-2019466174,NSA,2019/02/18 05:00:00+00,2019/02/18 05:00:00+00,Bar / Restaurant,Commercial,1610,210,Robbery - Business,2019,February,18,49,Monday    ,20,2019,February,18,49,Monday    ,20,YES,Robbery,NSA,NSA,-79.63266084,43.71275313,176423
0,0,176562,GO-2019330758,NSA,2017/01/01 05:00:00+00,2019/02/21 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2019,February,21,52,Thursday  ,17,2017,January,1,1,Sunday    ,8,NO,Assault,NSA,NSA,0,0,176519
0,0,176867,GO-2019350400,NSA,2019/02/24 05:00:00+00,2019/02/24 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2019,February,24,55,Sunday    ,18,2019,February,24,55,Sunday    ,18,NO,Assault,NSA,NSA,0,0,176642
-8856638.702,5438386.043,176886,GO-20191006106,NSA,2019/02/24 05:00:00+00,2019/02/24 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,1610,210,Robbery - Business,2019,February,24,55,Sunday    ,17,2019,February,24,55,Sunday    ,17,YES,Robbery,NSA,NSA,-79.56053912,43.82490728,176661
0,0,176735,GO-2019340619,NSA,2019/02/23 05:00:00+00,2019/02/23 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1457,100,Pointing A Firearm,2019,February,23,54,Saturday  ,3,2019,February,23,54,Saturday  ,3,NO,Assault,NSA,NSA,0,0,176707
0,0,176022,GO-2019299021,NSA,2019/02/15 05:00:00+00,2019/02/16 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2019,February,16,47,Saturday  ,16,2019,February,15,46,Friday    ,19,NO,Assault,NSA,NSA,0,0,176773
0,0,176630,GO-2019334803,NSA,2018/06/01 04:00:00+00,2019/02/22 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2019,February,22,53,Friday    ,10,2018,June,1,152,Friday    ,0,NO,Assault,NSA,NSA,0,0,176777
0,0,176631,GO-2019334803,NSA,2018/06/01 04:00:00+00,2019/02/22 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2019,February,22,53,Friday    ,10,2018,June,1,152,Friday    ,0,NO,Assault,NSA,NSA,0,0,176779
0,0,176645,GO-2019336220,NSA,2019/02/22 05:00:00+00,2019/02/22 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2019,February,22,53,Friday    ,13,2019,February,22,53,Friday    ,13,NO,Assault,NSA,NSA,0,0,176793
-8861858.582,5407762.285,176067,GO-20191006128,NSA,2019/02/16 05:00:00+00,2019/02/16 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,1610,210,Robbery - Business,2019,February,16,47,Saturday  ,18,2019,February,16,47,Saturday  ,17,YES,Robbery,NSA,NSA,-79.6074301,43.62610545,176900
0,0,177852,GO-2019415301,NSA,2019/03/06 05:00:00+00,2019/03/06 05:00:00+00,Schools During Supervised Activity,Educational,1430,100,Assault,2019,March,6,65,Wednesday ,16,2019,March,6,65,Wednesday ,13,NO,Assault,NSA,NSA,0,0,177053
0,0,177854,GO-2019420097,NSA,2016/01/01 05:00:00+00,2019/03/06 05:00:00+00,Unknown,Other,1430,100,Assault,2019,March,6,65,Wednesday ,9,2016,January,1,1,Friday    ,0,NO,Assault,NSA,NSA,0,0,177055
0,0,177875,GO-2019418308,NSA,2019/03/06 05:00:00+00,2019/03/07 05:00:00+00,Bar / Restaurant,Commercial,2120,200,B&E,2019,March,7,66,Thursday  ,8,2019,March,6,65,Wednesday ,20,NO,Break and Enter,NSA,NSA,0,0,177083
0,0,177889,GO-2019420854,NSA,2019/03/07 05:00:00+00,2019/03/07 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2019,March,7,66,Thursday  ,13,2019,March,7,66,Thursday  ,13,YES,Assault,NSA,NSA,0,0,177098
0,0,177897,GO-2019420153,NSA,2019/03/06 05:00:00+00,2019/03/07 05:00:00+00,Ttc Bus,Transit,1430,100,Assault,2019,March,7,66,Thursday  ,15,2019,March,6,65,Wednesday ,16,YES,Assault,NSA,NSA,0,0,177106
0,0,177268,GO-2019376261,NSA,2019/02/22 05:00:00+00,2019/02/28 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,2019,February,28,59,Thursday  ,17,2019,February,22,53,Friday    ,15,NO,Break and Enter,NSA,NSA,0,0,177311
0,0,177969,GO-2019425796,NSA,2019/03/08 05:00:00+00,2019/03/08 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,2019,March,8,67,Friday    ,9,2019,March,8,67,Friday    ,9,NO,Theft Over,NSA,NSA,0,0,177529
-8835365.292,5450682.031,177991,GO-2019427303,NSA,2019/01/21 05:00:00+00,2019/03/08 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2019,March,8,67,Friday    ,13,2019,January,21,21,Monday    ,12,YES,Assault,NSA,NSA,-79.36943683,43.90454413,177551
-8863014.622,5401854.748,177618,GO-2019398809,NSA,2019/03/03 05:00:00+00,2019/03/04 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2019,March,4,63,Monday    ,7,2019,March,3,62,Sunday    ,1,NO,Assault,NSA,NSA,-79.61781498,43.58767928,177580
0,0,177186,GO-2019369760,NSA,2019/02/27 05:00:00+00,2019/02/27 05:00:00+00,Go Station,Transit,2135,210,Theft Of Motor Vehicle,2019,February,27,58,Wednesday ,18,2019,February,27,58,Wednesday ,16,NO,Auto Theft,NSA,NSA,0,0,177652
0,0,177669,GO-2019403606,NSA,2019/03/04 05:00:00+00,2019/03/04 05:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,2130,210,Theft Over,2019,March,4,63,Monday    ,21,2019,March,4,63,Monday    ,18,NO,Theft Over,NSA,NSA,0,0,177720
0,0,177670,GO-2019403337,NSA,2019/03/04 05:00:00+00,2019/03/04 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,2019,March,4,63,Monday    ,20,2019,March,4,63,Monday    ,18,NO,Assault,NSA,NSA,0,0,177721
0,0,177673,GO-2019404054,NSA,2017/10/01 04:00:00+00,2019/03/04 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2019,March,4,63,Monday    ,23,2017,October,1,274,Sunday    ,0,NO,Assault,NSA,NSA,0,0,177724
0,0,177756,GO-2019409082,NSA,2019/03/04 05:00:00+00,2019/03/05 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2019,March,5,64,Tuesday   ,18,2019,March,4,63,Monday    ,15,NO,Assault,NSA,NSA,0,0,177800
-8877341.068,5428818.715,177497,GO-2019466178,NSA,2019/03/02 05:00:00+00,2019/03/02 05:00:00+00,Bar / Restaurant,Commercial,1610,210,Robbery - Business,2019,March,2,61,Saturday  ,18,2019,March,2,61,Saturday  ,18,YES,Robbery,NSA,NSA,-79.74651164,43.76286943,177923
-8856745.846,5443742.129,177033,GO-2019359465,NSA,2019/01/26 05:00:00+00,2019/02/26 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2019,February,26,57,Tuesday   ,6,2019,January,26,26,Saturday  ,9,NO,Assault,NSA,NSA,-79.56150161,43.85960987,177933
0,0,177041,GO-2019360178,NSA,2019/02/26 05:00:00+00,2019/02/26 05:00:00+00,Schools During Supervised Activity,Educational,1430,100,Assault,2019,February,26,57,Tuesday   ,9,2019,February,26,57,Tuesday   ,9,NO,Assault,NSA,NSA,0,0,177941
0,0,178654,GO-2019471901,NSA,2019/03/15 04:00:00+00,2019/03/15 04:00:00+00,Unknown,Other,1420,110,Assault Bodily Harm,2019,March,15,74,Friday    ,11,2019,March,15,74,Friday    ,11,YES,Assault,NSA,NSA,0,0,178068
0,0,178213,GO-2019441145,NSA,2019/03/10 05:00:00+00,2019/03/10 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,210,Robbery - Business,2019,March,10,69,Sunday    ,17,2019,March,10,69,Sunday    ,16,NO,Robbery,NSA,NSA,0,0,178138
0,0,178214,GO-2019441246,NSA,2019/03/10 05:00:00+00,2019/03/10 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2019,March,10,69,Sunday    ,17,2019,March,10,69,Sunday    ,17,NO,Assault,NSA,NSA,0,0,178139
-8800717.512,5445021.911,178279,GO-2019444803,NSA,2019/03/07 05:00:00+00,2019/03/11 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2019,March,11,70,Monday    ,10,2019,March,7,66,Thursday  ,16,NO,Assault,NSA,NSA,-79.05819052,43.86789871,178204
0,0,178868,GO-2019486824,NSA,2019/03/17 04:00:00+00,2019/03/17 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2019,March,17,76,Sunday    ,18,2019,March,17,76,Sunday    ,18,YES,Assault,NSA,NSA,0,0,178608
-8876783.815,5417552.038,178485,GO-2019461777,NSA,2019/03/13 04:00:00+00,2019/03/13 04:00:00+00,Bar / Restaurant,Commercial,1610,210,Robbery - Business,2019,March,13,72,Wednesday ,20,2019,March,13,72,Wednesday ,20,YES,Robbery,NSA,NSA,-79.74150575,43.68972984,178710
0,0,178544,GO-2019462721,NSA,2019/03/13 04:00:00+00,2019/03/14 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2019,March,14,73,Thursday  ,2,2019,March,13,72,Wednesday ,21,NO,Assault,NSA,NSA,0,0,178770
0,0,178932,GO-2019489184,NSA,2019/03/18 04:00:00+00,2019/03/18 04:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,1430,100,Assault,2019,March,18,77,Monday    ,5,2019,March,18,77,Monday    ,5,NO,Assault,NSA,NSA,0,0,178837
0,0,178014,GO-2019430895,NSA,2019/03/08 05:00:00+00,2019/03/08 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,2019,March,8,67,Friday    ,23,2019,March,8,67,Friday    ,23,YES,Robbery,NSA,NSA,0,0,178914
0,0,178015,GO-2019430895,NSA,2019/03/08 05:00:00+00,2019/03/08 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,2019,March,8,67,Friday    ,23,2019,March,8,67,Friday    ,23,YES,Robbery,NSA,NSA,0,0,178915
0,0,178016,GO-2019430895,NSA,2019/03/08 05:00:00+00,2019/03/08 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,2019,March,8,67,Friday    ,23,2019,March,8,67,Friday    ,23,YES,Robbery,NSA,NSA,0,0,178916
-8862076.71,5416903.932,178036,GO-2019466186,NSA,2019/03/08 05:00:00+00,2019/03/08 05:00:00+00,Bar / Restaurant,Commercial,1610,210,Robbery - Business,2019,March,8,67,Friday    ,20,2019,March,8,67,Friday    ,20,YES,Robbery,NSA,NSA,-79.60938958,43.68551983,178936
-8866325.057,5412265.854,178037,GO-2019466193,NSA,2019/03/08 05:00:00+00,2019/03/08 05:00:00+00,Bar / Restaurant,Commercial,1610,210,Robbery - Business,2019,March,8,67,Friday    ,22,2019,March,8,67,Friday    ,22,YES,Robbery,NSA,NSA,-79.64755313,43.65538288,178937
0,0,179696,GO-2019540817,NSA,2019/03/23 04:00:00+00,2019/03/25 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,110,Assault Bodily Harm,2019,March,25,84,Monday    ,18,2019,March,23,82,Saturday  ,18,NO,Assault,NSA,NSA,0,0,179104
0,0,179503,GO-2019527851,NSA,2019/03/23 04:00:00+00,2019/03/23 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,2019,March,23,82,Saturday  ,17,2019,March,23,82,Saturday  ,17,YES,Assault,NSA,NSA,0,0,179222
0,0,179404,GO-2019520794,NSA,2019/03/21 04:00:00+00,2019/03/22 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,2019,March,22,81,Friday    ,18,2019,March,21,80,Thursday  ,1,NO,Theft Over,NSA,NSA,0,0,179229
0,0,179405,GO-2019521716,NSA,2019/02/21 05:00:00+00,2019/03/22 04:00:00+00,Convenience Stores,Commercial,1610,210,Robbery - Business,2019,March,22,81,Friday    ,19,2019,February,21,52,Thursday  ,20,YES,Robbery,NSA,NSA,0,0,179237
0,0,179309,GO-2019513148,NSA,2019/03/21 04:00:00+00,2019/03/21 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,2019,March,21,80,Thursday  ,15,2019,March,21,80,Thursday  ,15,NO,Robbery,NSA,NSA,0,0,179243
0,0,179319,GO-2019514074,NSA,2019/03/21 04:00:00+00,2019/03/21 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1430,100,Assault,2019,March,21,80,Thursday  ,19,2019,March,21,80,Thursday  ,16,NO,Assault,NSA,NSA,0,0,179253
0,0,179367,GO-2019518582,NSA,2019/03/22 04:00:00+00,2019/03/22 04:00:00+00,Unknown,Other,1610,150,Robbery - Purse Snatch,2019,March,22,81,Friday    ,11,2019,March,22,81,Friday    ,11,YES,Robbery,NSA,NSA,0,0,179301
0,0,179385,GO-2019520185,NSA,2019/03/22 04:00:00+00,2019/03/22 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1610,100,Robbery With Weapon,2019,March,22,81,Friday    ,15,2019,March,22,81,Friday    ,15,YES,Robbery,NSA,NSA,0,0,179319
0,0,179014,GO-2019495289,NSA,2019/03/18 04:00:00+00,2019/03/18 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2019,March,18,77,Monday    ,23,2019,March,18,77,Monday    ,23,YES,Assault,NSA,NSA,0,0,179477
0,0,179514,GO-2019527835,NSA,2019/03/23 04:00:00+00,2019/03/23 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,2019,March,23,82,Saturday  ,21,2019,March,23,82,Saturday  ,17,NO,Break and Enter,NSA,NSA,0,0,179478
0,0,179815,GO-2019701522,NSA,2018/06/22 04:00:00+00,2019/03/26 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1480,110,Administering Noxious Thing,2019,March,26,85,Tuesday   ,22,2018,June,22,173,Friday    ,15,YES,Assault,NSA,NSA,0,0,179479
0,0,179990,GO-2019560764,NSA,2017/12/26 05:00:00+00,2019/03/28 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1420,110,Assault Bodily Harm,2019,March,28,87,Thursday  ,18,2017,December,26,360,Tuesday   ,18,YES,Assault,NSA,NSA,0,0,179566
0,0,179115,GO-2019500717,NSA,2019/03/16 04:00:00+00,2019/03/19 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,100,Robbery With Weapon,2019,March,19,78,Tuesday   ,21,2019,March,16,75,Saturday  ,20,NO,Robbery,NSA,NSA,0,0,179579
0,0,179257,GO-2019506778,NSA,2019/02/25 05:00:00+00,2019/03/20 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,2019,March,20,79,Wednesday ,16,2019,February,25,56,Monday    ,4,NO,Auto Theft,NSA,NSA,0,0,179701
0,0,179576,GO-2019532419,NSA,2019/03/24 04:00:00+00,2019/03/24 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,100,Robbery With Weapon,2019,March,24,83,Sunday    ,13,2019,March,24,83,Sunday    ,4,NO,Robbery,NSA,NSA,0,0,179879
0,0,179054,GO-2019495760,NSA,2019/03/18 04:00:00+00,2019/03/19 04:00:00+00,Bar / Restaurant,Commercial,1430,100,Assault,2019,March,19,78,Tuesday   ,4,2019,March,18,77,Monday    ,19,NO,Assault,NSA,NSA,0,0,179905
0,0,179182,GO-2019506511,NSA,2019/03/20 04:00:00+00,2019/03/20 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2019,March,20,79,Wednesday ,15,2019,March,20,79,Wednesday ,15,NO,Assault,NSA,NSA,0,0,179939
-8798788.171,5444656.503,179066,GO-2019497845,NSA,2017/07/01 04:00:00+00,2019/03/19 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2019,March,19,78,Tuesday   ,13,2017,July,1,182,Saturday  ,0,NO,Assault,NSA,NSA,-79.04085896,43.86553217,179966
0,0,179076,GO-2019498420,NSA,2019/03/19 04:00:00+00,2019/03/19 04:00:00+00,Ttc Bus,Transit,1430,100,Assault,2019,March,19,78,Tuesday   ,14,2019,March,19,78,Tuesday   ,12,YES,Assault,NSA,NSA,0,0,179976
0,0,179098,GO-2019500802,NSA,2019/03/19 04:00:00+00,2019/03/19 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1420,100,Assault With Weapon,2019,March,19,78,Tuesday   ,18,2019,March,19,78,Tuesday   ,18,YES,Assault,NSA,NSA,0,0,179998
0,0,179099,GO-2019500802,NSA,2019/03/19 04:00:00+00,2019/03/19 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1420,110,Assault Bodily Harm,2019,March,19,78,Tuesday   ,18,2019,March,19,78,Tuesday   ,18,YES,Assault,NSA,NSA,0,0,179999
0,0,180613,GO-2019600693,NSA,2019/04/03 04:00:00+00,2019/04/03 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1460,100,Assault Peace Officer,2019,April,3,93,Wednesday ,22,2019,April,3,93,Wednesday ,17,YES,Assault,NSA,NSA,0,0,180171
-8834619.742,5436197.11,180698,GO-2019603095,NSA,2019/04/04 04:00:00+00,2019/04/04 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2019,April,4,94,Thursday  ,2,2019,April,4,94,Thursday  ,2,NO,Assault,NSA,NSA,-79.36273944,43.81071917,180256
0,0,180248,GO-2019576400,NSA,2019/03/31 04:00:00+00,2019/03/31 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,180,Robbery - Swarming,2019,March,31,90,Sunday    ,0,2019,March,31,90,Sunday    ,0,NO,Robbery,NSA,NSA,0,0,180319
0,0,180865,GO-2019615118,NSA,2019/04/04 04:00:00+00,2019/04/05 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1420,110,Assault Bodily Harm,2019,April,5,95,Friday    ,19,2019,April,4,94,Thursday  ,20,NO,Assault,NSA,NSA,0,0,180670
0,0,180161,GO-2019571575,NSA,2019/03/30 04:00:00+00,2019/03/30 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1460,100,Assault Peace Officer,2019,March,30,89,Saturday  ,8,2019,March,30,89,Saturday  ,8,YES,Assault,NSA,NSA,0,0,180769
0,0,180188,GO-2019573202,NSA,2019/03/30 04:00:00+00,2019/03/30 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,2019,March,30,89,Saturday  ,14,2019,March,30,89,Saturday  ,14,NO,Assault,NSA,NSA,0,0,180796
0,0,180535,GO-2019595465,NSA,2019/04/02 04:00:00+00,2019/04/02 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,2019,April,2,92,Tuesday   ,22,2019,April,2,92,Tuesday   ,19,NO,Theft Over,NSA,NSA,0,0,180884
0,0,180589,GO-2019599175,NSA,2019/04/03 04:00:00+00,2019/04/03 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,2019,April,3,93,Wednesday ,13,2019,April,3,93,Wednesday ,13,NO,Assault,NSA,NSA,0,0,180944
0,0,181092,GO-2019628895,NSA,2019/04/07 04:00:00+00,2019/04/07 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,2019,April,7,97,Sunday    ,22,2019,April,7,97,Sunday    ,22,YES,Assault,NSA,NSA,0,0,181099
0,0,181093,GO-2019628895,NSA,2019/04/07 04:00:00+00,2019/04/07 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2019,April,7,97,Sunday    ,22,2019,April,7,97,Sunday    ,22,YES,Assault,NSA,NSA,0,0,181100
0,0,181202,GO-2019635849,NSA,2019/03/25 04:00:00+00,2019/04/08 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2019,April,8,98,Monday    ,22,2019,March,25,84,Monday    ,12,NO,Assault,NSA,NSA,0,0,181114
0,0,181912,GO-2019681464,NSA,2019/04/05 04:00:00+00,2019/04/15 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,2019,April,15,105,Monday    ,20,2019,April,5,95,Friday    ,0,NO,Break and Enter,NSA,NSA,0,0,181130
0,0,181920,GO-2019683365,NSA,2019/04/15 04:00:00+00,2019/04/15 04:00:00+00,"Group Homes (Non-Profit, Halfway House, Social Agency)",Other,1430,100,Assault,2019,April,15,105,Monday    ,23,2019,April,15,105,Monday    ,23,YES,Assault,NSA,NSA,0,0,181138
0,0,181740,GO-2019671692,NSA,2019/04/13 04:00:00+00,2019/04/13 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1430,100,Assault,2019,April,13,103,Saturday  ,22,2019,April,13,103,Saturday  ,2,NO,Assault,NSA,NSA,0,0,181267
0,0,181397,GO-2019649148,NSA,2019/04/10 04:00:00+00,2019/04/10 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2019,April,10,100,Wednesday ,19,2019,April,10,100,Wednesday ,19,YES,Assault,NSA,NSA,0,0,181435
0,0,181473,GO-2019650064,NSA,2019/04/10 04:00:00+00,2019/04/11 04:00:00+00,Ttc Bus,Transit,1430,100,Assault,2019,April,11,101,Thursday  ,7,2019,April,10,100,Wednesday ,22,NO,Assault,NSA,NSA,0,0,181525
-8841209.296,5435374.806,181489,GO-2019654237,NSA,2019/01/24 05:00:00+00,2019/04/11 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,2019,April,11,101,Thursday  ,14,2019,January,24,24,Thursday  ,14,YES,Break and Enter,NSA,NSA,-79.42193441,43.80538833,181541
-8841209.296,5435374.806,181493,GO-2019654246,NSA,2019/02/05 05:00:00+00,2019/04/11 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,2019,April,11,101,Thursday  ,14,2019,February,5,36,Tuesday   ,2,YES,Break and Enter,NSA,NSA,-79.42193441,43.80538833,181545
-8841209.296,5435374.806,181495,GO-2019654247,NSA,2019/02/05 05:00:00+00,2019/04/11 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,2019,April,11,101,Thursday  ,14,2019,February,5,36,Tuesday   ,2,YES,Break and Enter,NSA,NSA,-79.42193441,43.80538833,181547
0,0,181212,GO-2019634573,NSA,2019/04/06 04:00:00+00,2019/04/08 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2019,April,8,98,Monday    ,18,2019,April,6,96,Saturday  ,22,NO,Assault,NSA,NSA,0,0,181554
-8886536.41,5361487.907,181159,GO-2019633065,NSA,2019/04/08 04:00:00+00,2019/04/08 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2019,April,8,98,Monday    ,17,2019,April,8,98,Monday    ,17,NO,Assault,NSA,NSA,-79.8291148,43.32445226,181634
0,0,181823,GO-2019675991,NSA,2017/08/01 04:00:00+00,2019/04/14 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2019,April,14,104,Sunday    ,20,2017,August,1,213,Tuesday   ,0,NO,Assault,NSA,NSA,0,0,181680
0,0,181844,GO-2019676976,NSA,2019/04/15 04:00:00+00,2019/04/15 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2019,April,15,105,Monday    ,1,2019,April,15,105,Monday    ,1,YES,Assault,NSA,NSA,0,0,181704
